"Metric Subcategory ID","Category","Subcategory","Description","Keywords","# Protocols","Subcategory Foci","Most Recent Commenter","Count of Comments/Replies"
"212","Macroinvertebrates","Index of Biotic Integrity:  Macroinvertebrate Species","The Index of Biotic Integrity (IBI) for macroinvertebrate species evaluates observed attributes to a relative standard.","clams, snails, bivalves, worms, annelids, insects, multi-metric, multimetric, metrics, reference condition, biological indicators, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","21",,"&lt;none&gt;","0 comments, 0 replies"
"493","Macroinvertebrates","Survival: Macroinvertebrates","A measure of the number of macroinvertebrate individuals of a population that remain alive at a specific life stage or range.","count, survivorship, larvae, adults, eggs, demography, recruits, population viability analysis, PVA, mortality, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"499","Macroinvertebrates","Survival Rate: Macroinvertebrates","A measure of the number of macroinvertebrate individuals in a population that remain alive at a specific life stage or range, per unit time.","count, survivorship, larvae, adults, eggs, demography, recruits, population viability analysis, PVA, mortality, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"469","Macroinvertebrates","Mortality: Macroinvertebrates","A measure of the number of macroinvertebrate individuals in a population that die at a specific life stage.","deaths, demography, population viability analysis, PVA, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"476","Macroinvertebrates","Mortality Rate: Macroinvertebrates","A measure of the number of macroinvertebrate individuals in a population that die per unit of time.","deaths, demography, population viability analysis, PVA, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"487","Macroinvertebrates","Sex Type: Macroinvertebrates","The gender (male or female).","demography, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"453","Macroinvertebrates","Weight: Macroinvertebrates","Measurement of the mass of macroinvertebrates, as individuals or of all species sampled in total.","length-mass, wet weight, dry weight, ash-free dry weight, AFDW, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","5",,"&lt;none&gt;","0 comments, 0 replies"
"463","Macroinvertebrates","Mark/Tag Recovery: Macroinvertebrates","The act of recovering a mark or tag on a macroinvertebrate species. ","marking, mark-recapture, recapture, survival, tags, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0",,"&lt;none&gt;","0 comments, 0 replies"
"437","Macroinvertebrates","Tissue Sample: Macroinvertebrates","The collection of a tissue or cells from macroinvertebrate species for analysis.","clams, snails, bivalves, worms, annelids, insects, genetics, DNA, molecular, sampling, preservation, metals analysis, biomonitoring, biological monitoring, indicators, biological indicators, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","3",,"&lt;none&gt;","0 comments, 0 replies"
"443","Macroinvertebrates","Disease/Parasite Concentration: Macroinvertebrates","The percentage of a macroinvertebrate species or particular life stage infected by a parasite, disease, or virus.","clams, snails, bivalves, worms, annelids, insects, pathogen, infection, rate, virulence, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, viral, bacterial, number, count","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"425","Macroinvertebrates","Productivity: Macroinvertebrates","The productivity of a species within or between generations.","clams, snails, bivalves, worms, annelids, insects, demography, reproduction, production, fecundity, predation, predation rate, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","4","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"430","Macroinvertebrates","Timing of Life Stage: Macroinvertebrate","The time period a macroinvertebrate species life stage is present.","clams, snails, bivalves, worms, annelids, insects, days, months, years, demography, eggs, larvae, adults, generations, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"356","Macroinvertebrates","Length:  Macroinvertebrate Species","The length of a macroinvertebrate species at a specified life stage.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, carapace length, tail width, carapace width","5",,"&lt;none&gt;","0 comments, 0 replies"
"345","Macroinvertebrates","Growth Rate:  Macroinvertebrates","The length or amount of weight gained or lost on a macroinvertebrate individual or species life stage per unit time.","mass, change, bioenergetics, bio-energetics, metabolism, daily average, metabolic, clams, snails, bivalves, worms, annelids, insects, centrifugation, lengthweight, regression, biomass, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"363","Macroinvertebrates","Abundance of Invasive Macroinvertebrate Species","The number (count) of individual macroinvertebrates by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, nonnative, introduced, alien, non-indigenous, non-native, exotic, population size, distribution, estimates, surveys, sampling","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"382","Macroinvertebrates","Mark Type and Quantity: Macroinvertebrates","The act of placing a mark or tag on a macroinvertebrate species by quantity and tag type.","clams, snails, bivalves, worms, annelids, insects, marking, mark-recapture, recapture, survival, tags, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"387","Macroinvertebrates","Migration Pathways: Macroinvertebrates","Characterizes the area or length of corridors by habitat type, where macroinvertebrate species life stages predominately are found migrating from place of origin.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, movement","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"393","Macroinvertebrates","Presence/Absence: Macroinvertebrates","Identification of macroinvertebrate species presence or absence in an area of observation.","clams, snails, bivalves, worms, annelids, insects, occurrence, present, absent, distribution, surveys, transects, quadrat, sampling, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","7",,"&lt;none&gt;","0 comments, 0 replies"
"399","Macroinvertebrates","Prey Availability for Macroinvertebrate Species","Type and energy content of prey items.","clams, snails, bivalves, worms, annelids, insects, diet, mass, biomass, food, bioenergetics, kCal, stomach contents, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"418","Macroinvertebrates","Species Type: Macroinvertebrates","The type of individual macroinvertebrate species observed, where species may range from species to a specific race.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, subspecies, hybrids","7",,"&lt;none&gt;","0 comments, 0 replies"
"404","Macroinvertebrates","Prey Indices: Macroinvertebrates","Rating of abundance of prey species.","clams, snails, bivalves, worms, annelids, insects, diet, mass, biomass, food, bioenergetics, kCal, stomach contents, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"410","Macroinvertebrates","Sex Ratio: Macroinvertebrate","The ratio of males to females within the species aggregate.","clams, snails, bivalves, worms, annelids, insects, gender, demography, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"411","Mammals","Sex Ratio: Mammals","The ratio of males to females within the species aggregate.","gender, demography, seals, sea lions, beavers, pinnipeds, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"405","Mammals","Prey Indices for Mammals","Rating of abundance of prey species.","food, diet, stomach contents, fecal sample, stable isotopes, seals, sea lions, beavers, pinnipeds, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"419","Mammals","Species Type: Mammals","The type of individual mammal species observed, where species may range from species to a specific race.","subpecies, hybrids, seals, sea lions, beavers, pinnipeds, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"400","Mammals","Prey Availability for Mammal Species","Type and energy content of prey items.","seals, sea lions, pinnipeds, beavers, diet, mass, biomass, food, bioenergetics, kCal, stomach contents, calories, fecal sample, stable isotopes, otters, dolphins","0",,"&lt;none&gt;","0 comments, 0 replies"
"394","Mammals","Presence/Absence: Mammals","Identification of mammal species presence or absence in an area of observation.","seals, sea lions, pinnipeds, beavers, occurrence, present, absent, distribution, surveys, transects, quadrat, sampling, otters, dolphins","5",,"&lt;none&gt;","0 comments, 0 replies"
"388","Mammals","Migration Pathways: Mammals","Characterizes the area or length of corridors by habitat type, where mammalian species life stages predominately are found migrating from place of origin.","seals, sea lions, pinnipeds, beavers, movement, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"383","Mammals","Mark Type and Quantity: Mammals","The act of placing a mark or tag on a mammalian species by quantity and tag type.","seals, sea lions, pinnipeds, beavers, mark-recapture, marking, recapture, survival, tags, PIT, radio, hot branding, otters, dolphins","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"364","Mammals","Abundance of Invasive Mammal Species","The number (count) of individual mammals by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","seals, sea lions, pinnipeds, beavers, mammalian, nonnative, introduced, alien, non-indigenous, non-native, exotic, population size, distribution, estimates, surveys, sampling, transects, quadrat, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"346","Mammals","Growth Rate:  Mammals","The length or amount of weight gained or lost on a mammalian individual or species life stage per unit time.","mass, change, bioenergetics, bio-energetics, metabolism, daily average, metabolic, seals, sea lions, pinnipeds, beavers, biomass, scales, otters, dolphins","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"351","Mammals","Index of Biotic Integrity:  Mammals","The Index of Biotic Integrity (IBI) for mammalian species evaluates observed attributes to a relative standard.","seals, sea lions, pinnipeds, beavers, multi-metric, multimetric, metrics, reference condition, biological indicators, otters, dolphins","0",,"&lt;none&gt;","0 comments, 0 replies"
"357","Mammals","Length:  Mammal Species","The length of a mammalian species at a specified life stage.","seals, sea lions, pinnipeds, beavers, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"359","Mammals","Diet:  Mammals","The identification of food consumed by mammals by type and /or mass.","seals, sea lions, pinnipeds, beavers, prey, stomach contents, stable isotopes, fecal samples, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"431","Mammals","Timing of Life Stage: Mammals","The time period a mammalian species life stage is present.","days, months, years, demography, adults, juveniles, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"426","Mammals","Productivity: Mammals","The productivity of a species within or between generations.","demography, reproduction, production, fecundity, predation, predation rate, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"444","Mammals","Disease/Parasite Concentration: Mammals","The percentage of a mammalian species or particular life stage infected by a parasite, disease, or virus.","seals, sea lions, pinnipeds, beavers, pathogen, infection, rate, virulence, otters, dolphins, viral, bacterial, number, count, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"438","Mammals","Tissue Sample: Mammals","The collection of a tissue or cells from mammalian species for analysis.","genetics, DNA, age, aging, blood, bone, muscle, digestive, skin, molecular, seals, sea lions, beavers, pinnipeds, dolphins, otters, preservation","0",,"&lt;none&gt;","0 comments, 0 replies"
"464","Mammals","Mark/Tag Recovery: Mammals","The act of recovering a mark or tag on a mammalian species. ","mark-recapture, marking, recapture, survival, tags, PIT, radio, hot branding, otters, dolphins, sea lions, seals, pinnipeds, beavers","0",,"&lt;none&gt;","0 comments, 0 replies"
"454","Mammals","Weight: Mammals","Measurement of the mass of mammals, as individuals or of all species sampled in total.","biomass, scale, seals, sea lions, beavers, pinnipeds, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"488","Mammals","Sex Type: Mammals","The gender (male or female).","demography, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"477","Mammals","Mortality Rate: Mammals","A measure of the number of mammalian individuals in a population that die per unit of time.","deaths, demography, population viability analysis, PVA, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"470","Mammals","Mortality: Mammals","A measure of the number of mammalian individuals in a population that die at a specific life stage.","deaths, demography, population viability analysis, PVA, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"500","Mammals","Survival Rate: Mammals","A measure of the number of mammalian individuals in a population that remain alive at a specific life stage or range, per unit time.","count, survivorship, adults, juveniles, demography, recruits, population viability analysis, PVA, mortality, seals, sea lions, beavers, pinnipeds, dolphins, otters","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"494","Mammals","Survival: Mammals","A measure of the number of mammalian individuals of a population that remain alive at a specific life stage or range.","count, survivorship, larvae, adults, eggs, demography, recruits, population viability analysis, PVA, mortality, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"213","Mammals","Composition:  Mammal Species Assemblage","Mammalian species density or diversity.","count, number, occurrence, hybrid, subspecies, biodiversity, richness, communities, identification, juveniles, adults, seals, sea lions, pinnipeds, beavers, otters, dolphins","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"254","Mammals","Age:  Mammals","The length of time that a mammalian species in a particular life stage has existed or the total duration of life, usually represented in years.","absolute, seals, sea, lions, pinnipeds, beavers, otters, dolphins, mark-recapture, skeletochronology, bone layers, juveniles, eggs, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"340","Mammals","Genetics:  Mammalian Diversity, Fitness, or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, seals, sea lions, pinnipeds, beavers, otters, dolphins, biodiversity, alleles, PCR, loci, sequencing, intraspecific, interspecific","0",,"&lt;none&gt;","0 comments, 0 replies"
"334","Mammals","Foraging Success:  Mammals","Index of food consumption habits of mammalian species.","prey, composition, competition, capture, stomach, contents, seals, sea lions, pinnipeds, beavers, diet, fecal sample, stable isotopes, stomach contents, otters, dolphins","1",,"&lt;none&gt;","0 comments, 0 replies"
"329","Mammals","Food Web Interaction:  Mammals","Mammal species' diet and prey species composition and abundance as an indicator of trophic and food web relationships.","competition, intraspecific, interspecific, capture, seals, sea lions, pinnipeds, beavers, otters, dolphins, stomach contents, fecal sample, isotopes","0",,"&lt;none&gt;","0 comments, 0 replies"
"324","Mammals","Fecundity:  Mammals","Fecundity is the number of eggs produced by a mature adult female.  ","productivity, age, size, offspring, seals, sea lions, pinnipeds, beavers, reproduction, demography, count, population viability analysis, PVA, otters, dolphins","0",,"&lt;none&gt;","0 comments, 0 replies"
"318","Mammals","ELISA Values:  Mammals","Enzyme-Linked-Immunosorbent Serologic Assay: An assay that relies on an enzymatic conversion reaction and is used to detect the presence of specific substances (such as enzymes, viruses, antibodies, or bacteria).","seals, sea lions, pinnipeds, beavers, mammalian, BKD, incidence, enzyme, immunosorbent, dolphins, otters","0",,"&lt;none&gt;","0 comments, 0 replies"
"312","Mammals","Diversity of Mammals: Change","Change in life history or genetic diversity of individual mammalian species by changes in abundance of specific species.","seals, sea lions, pinnipeds, beavers, dolphins, otters, biodiversity","0",,"&lt;none&gt;","0 comments, 0 replies"
"305","Mammals","Distribution of Mammal Species","Spatial arrangement of mammalian species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","seals, sea lions, pinnipeds, beavers, otters, dolphins, clumped, random, even, GIS","2",,"&lt;none&gt;","0 comments, 0 replies"
"290","Mammals","Predation Rate: Mammals","The amount of predation on a mammalian species as a whole or on a particular life stage.","seals, pinnipeds, beavers, predators, prey, mortality, number, count, seals, sea lions, beavers, pinnipeds, dolphins, otters","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"260","Mammals","Age Structure:  Mammals","Age composition of the mammal species used to represent a proportion for a specific life stage. ","seals, sea lions, pinnipeds, beavers, absolute, cohort, generation, years, otters, dolphins, mark-recapture, skeletochronology, bone layers, eggs, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"269","Mammals","Body Temperature:  Mammals","Measurement of mammalian body temperature in Celsius or Fahrenheit.","seals, sea lions, pinnipeds, beavers, biometrics, thermometer, infrared, thermistor, otters, dolphins","0",,"&lt;none&gt;","0 comments, 0 replies"
"274","Mammals","Carrying Capacity:  Mammals","The population size of the mammal species that the environment can sustain in the long term, given the food, habitat, water, and other necessities available in the environment.","K, number, abundance, count, intrinsic, potential, seals, sea lions, pinnipeds, beavers, dolphins, otters, equilibrium","0",,"&lt;none&gt;","0 comments, 0 replies"
"294","Mammals","Density of Mammal Species","The abundance of a single mammalian species type in a specified unit of area.","concentration, distribution, number, seals, sea lions, pinnipeds, beavers, otters, dolphins, count, surveys, estimates, sampling, population size","0",,"&lt;none&gt;","0 comments, 0 replies"
"286","Mammals","Condition of Life Stage:  Mammals","The condition (or well-being) of a mammal species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, disease, parasites, toxins, or other variables.","seals, sea lions, pinnipeds, beavers, dolphins, otters, health, nutrition, mass, weight, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"114","Mammals","Abundance of Mammals","The number (count) of mammal species or species within a particular life stage that are present within a specified area. ","seals, sea lions, pinnipeds, beavers, dolphins, otters, estimates, population size, surveys, mark-recapture, sampling, transects, quadrat, tagging","18","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"115","Multi-Species","Abundance of Invasive Species","The number (count) of multiple species that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","non-native, non, alien, ans, aquatic, nuisance, noxious, nonnative, introduced, exotic, estimates, sampling, population size","4",,"&lt;none&gt;","0 comments, 0 replies"
"140","Multi-Species","Abundance of Predators","The number (count) of species or species within a particular life stage that are present within a specified area that predate upon other species.","estimates, population size, surveys, mark-recapture, tagging, sampling, transects, quadrat","0",,"&lt;none&gt;","0 comments, 0 replies"
"141","Multi-Species","Competition: Species","Relationship between members of the same or different species in which individuals are adversely affected by those having the same living requirements, such as food or space. Intraspecific competition, i.e., competition among members of the same species, is illustrated by some species of birds and mammals.","diversity, number, count, abundance, survival, growth, productivity, production, diet, intraspecific, interspecific, intraspecies, interspecies, resources, habitat","0",,"&lt;none&gt;","0 comments, 0 replies"
"142","Multi-Species","Diversity: Change","Change in life history or genetic diversity of individual species by changes in abundance of specific species.","life, history, genetic, phenotypic, phenotype, remove life, history, genetic","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"143","Multi-Species","Exclusion: Species","The species excluded. (The act of excluding, or of shutting out, whether by thrusting out or by preventing admission; a debarring, rejection, prohibition.) ","debarring, rejection, prohibition, prevention, exclosure, migration, barriers, dams, fence, fencing","0",,"&lt;none&gt;","0 comments, 0 replies"
"144","Multi-Species","Food Web Interaction:  Multi-Species","Multiple species' diet and prey species composition and abundance as an indicator of trophic and food web relationships. ","competition, intraspecific, interspecific, capture, stomach contents, fecal sample, isotopes","1",,"&lt;none&gt;","0 comments, 0 replies"
"145","Multi-Species","Foraging Success:  Multi-Species","Index of food consumption habits of multiple species.","predation, prey, composition, competition, capture, diet, fecal sample, stable isotopes, stomach contents","0",,"&lt;none&gt;","0 comments, 0 replies"
"146","Multi-Species","Prey Availability for Species","Type and energy content of prey items available to various species or combinations of species.","food, Kcal, calories, diet, mass, biomass, bioenergetics, stomach contents, fecal sample, stable isotopes","2",,"&lt;none&gt;","0 comments, 0 replies"
"147","Multi-Species","Prey Indices: Multi-Species","Rating of abundance of prey species for various species or combinations of species.","food, diet, mass, biomass, bioenergetics, stomach contents, calories, fecal sample, stable isotopes, kCal, calories","0",,"&lt;none&gt;","0 comments, 0 replies"
"229","Multi-Species","Prey Taxonomy","The composition of prey species documented taxonomically.","predation, predators","1",,"&lt;none&gt;","0 comments, 0 replies"
"214","Multi-Species","Prey Origin:  Terrestrial vs. Aquatic","The point of origin for a food item.",,"1",,"&lt;none&gt;","0 comments, 0 replies"
"215","Other","Access","Documentation of a point of access or the accessible pathway.","road, GPS, latitude, longitude, coordinates, ownership, trail, address, location, permission","5",,"&lt;none&gt;","0 comments, 0 replies"
"216","Other","Aerial Photography","The collection or assessment of imagery and spectral data associated with aerial photography or other remote sensing techniques.","infrared, radar, natural, lidar, airplane, landsat, satellites, sensors, electromagnetic, radiation, passive, active, radiometers, images","2",,"&lt;none&gt;","0 comments, 0 replies"
"218","Other","Location","The location of an observation or sample event.","GPS, latitude, longitude, lat, long, address","118",,"&lt;none&gt;","0 comments, 0 replies"
"219","Other","Photo Documentation","The collection or assessment of imagery taken from the ground.","photography, photographs, digital, jpg, jpeg, images","26",,"&lt;none&gt;","0 comments, 0 replies"
"246","Other","Stable Isotope Analysis","The identification of isotopic signature, the distribution of certain stable isotopes and chemical elements within chemical compounds. This can be applied to a food web to make it possible to draw direct inferences regarding diet, trophic level, and subsistence. ","fecal sample, stomach contents","4","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"196","Other","Static Water Level","The level at which water stands at equilibrium with atmospheric pressure.","static pressure, monitoring","2",,"&lt;none&gt;","0 comments, 0 replies"
"243","Other","Not Applicable","There are no metrics or indicators that are applicable.",,"115",,"&lt;none&gt;","0 comments, 0 replies"
"119","Other","Radioactivity","Concentration of radiation in millirems (mrem).","rads, ionizing, ionization, excitation","0",,"&lt;none&gt;","0 comments, 0 replies"
"127","Plankton","Composition: Plankton Assemblage","Planktonic species density or diversity.","type, amount, total, biodiversity, area, richness, count, number, occurrence, hybrid, subspecies, communities, identification, phytoplankton, zooplankton, bacterioplankton, eggs, larvae","20","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"255","Plankton","Age:  Plankton","The length of time that a planktonic species in a particular life stage has existed or the total duration of life, usually represented in years.","absolute, phytoplankton, zooplankton, bacterioplankton, eggs, larvae, life cycle","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"222","Plankton","Index of Biotic Integrity:  Plankton","The Index of Biotic Integrity (IBI) for planktonic species evaluates observed attributes to a relative standard.","phytoplankton, zooplankton, bacterioplankton, multi-metric, multimetric, metrics, reference condition, biological indicators","0",,"&lt;none&gt;","0 comments, 0 replies"
"287","Plankton","Condition of Life Stage:  Plankton","The condition (or well-being) of plankton species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, disease, parasites, toxins, or other variables.","health, nutrition, mass, weight, phytoplankton, zooplankton, bacterioplankton, eggs, larvae","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"295","Plankton","Density of Plankton Species","The abundance of a single plankton species type in a specified unit of area.","concentration, distribution, number, phytoplankton, zooplankton, bacterioplankton, count, surveys, estimates, sampling, population size","12",,"&lt;none&gt;","0 comments, 0 replies"
"300","Plankton","Diet: Plankton","The identification of food consumed by plankton by type and/or mass.","phytoplankton, zooplankton, bacterioplankton, prey, stomach contents, stable isotopes, gut fluorescence","0",,"&lt;none&gt;","0 comments, 0 replies"
"275","Plankton","Carrying Capacity:  Plankton","The population size of the plankton species that the environment can sustain in the long term, given the food, habitat, water, and other necessities available in the environment.","K, number, abundance, count, intrinsic potential, equilibrium, phytoplankton, zooplankton, bacterioplankton, algal bloom","0",,"&lt;none&gt;","0 comments, 0 replies"
"250","Plankton","Abundance of Plankton","The number (count) of plankton by species or species within a particular life stage that are present within a specified area.","population size, distribution, estimate, surveys, sampling, netting, counting chamber, splitter, phytoplankton, zooplankton, bacterioplankton, eggs, larvae","9","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"306","Plankton","Distribution of Plankton Species","Spatial arrangement of planktonic species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","clumped, random, even, GIS, phytoplankton, zooplankton, bacterioplankton","1",,"&lt;none&gt;","0 comments, 0 replies"
"313","Plankton","Diversity of Plankton:  Change","Change in life history or genetic diversity of individual planktonic species by changes in abundance of specific species.","biodiversity, phytoplankton, zooplankton, bacterioplankton","1",,"&lt;none&gt;","0 comments, 0 replies"
"495","Plankton","Survival: Plankton","A measure of the number of planktonic individuals of a population that remain alive at a specific life stage or range.","count, survivorship, demography, recruits, mortality, population viability analysis, PVA, eggs, larvae, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"501","Plankton","Survival Rate: Plankton","A measure of the number of planktonic individuals in a population that remain alive at a specific life stage or range, per unit time.","count, survivorship, demography, recruits, mortality, population viability analysis, PVA, eggs, larvae, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"490","Plankton","Timing of Life Stage: Plankton","The time period a planktonic species life stage is present.","days, months, years, demography, eggs, larvae, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"471","Plankton","Mortality: Plankton","A measure of the number of planktonic individuals in a population that die at a specific life stage.","phytoplankton, zooplankton, bacterioplankton, death, demography, population viability analysis, PVA, eggs, larvae","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"478","Plankton","Mortality Rate: Plankton","A measure of the number of planktonic individuals in a population that die per unit of time.","phytoplankton, zooplankton, bacterioplankton, death, demography, population viability analysis, PVA, eggs, larvae","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"481","Plankton","Predation Rate: Plankton","The amount of predation on a planktonic species as a whole or on a particular life stage.","prey, predator, mortality, number, count, eggs, larvae, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"482","Plankton","Prey Availability for Plankton Species","Type and energy content of prey items.","diet, mass, biomass, food, bioenergetics, kCal, stomach contents, gut fluorescence, stable isotopes, phytoplankton, zooplankton, bacterioplankton","1",,"&lt;none&gt;","0 comments, 0 replies"
"483","Plankton","Prey Indices: Plankton","Rating of abundance of prey species.","food, diet, stomach contents, gut fluorescence, stable isotopes, phytoplankton, zooplankton, bacterioplankton","0",,"&lt;none&gt;","0 comments, 0 replies"
"484","Plankton","Productivity: Plankton","The productivity of a planktonic species within or between generations.","recruit, production, survival, fecundity, reproduction, demography, count, survivorship, generation, mortality, predation, population viability analysis, phytoplankton, zooplankton, bacterioplankton, eggs, larvae","1","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"455","Plankton","Weight: Plankton","Measurement of the mass of plankton, as individuals or of all species sampled in total.","scale, biometrics, biomass, dry weight, wet weight, ash-free dry weight, AFDW, length-mass, phytoplankton, zooplankton, bacterioplankton ","2",,"&lt;none&gt;","0 comments, 0 replies"
"448","Plankton","Tissue Sample: Plankton","The collection of a tissue or cells from planktonic species for analysis.","genetics, DNA, molecular, phytoplankton, zooplankton, bacterioplankton, preservation","1",,"&lt;none&gt;","0 comments, 0 replies"
"466","Plankton","Migration Pathways: Plankton","Characterizes the area or length of corridors by habitat type, where planktonic species life stages predominately are found migrating from place of origin.","movement, eggs, larvae, phytoplankton, zooplankton, bacterioplankton, netting, diel, vertical drift","0",,"&lt;none&gt;","0 comments, 0 replies"
"445","Plankton","Disease/Parasite Concentration: Plankton","The percentage of a planktonic species or particular life stage infected by a parasite, disease, or virus.","pathogen, infection, rate, virulence, number, count, eggs, larvae, viral, bacterial, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
