"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"CBW05583-003113","Hitch1_KC_July9toJuly16_Methow","48.38714","-120.05147","2014-07-09T17:04:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-007787","Wenatchee_Hitch_2015","47.79559","-120.71456","2015-07-13T09:01:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Wenatchee Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-010495","Tucannon Sites 2017 - ELR","46.32721","-117.67134","2017-08-05T08:31:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-105074","Low","44.39661","-119.54603","2015-09-08T07:43:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CAL00001-071248","Summer 2015 BACI","39.4743","-123.67834","2015-06-23T12:00:00","California","Mendocino County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - California Department of Fish and Game Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CDFW","https://www.monitoringresources.org/Resources/Organization/Detail/128","","ChampMonitoring.org"
"MTC00001-000297","CTWS-MTC phase 3 2014","44.52611","-119.92298","2014-07-07T07:46:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Warm Springs Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/8","","ChampMonitoring.org"
"Stky-P2-Ex3","ODFW Starkey Sites","45.26936","-118.52893","2017-07-10T14:15:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"ENT201301-Harrison Side","Hitch #6 (KC): Sept 4 to Sept 11 (Entiat)","47.6707","-120.29219","2013-09-23T13:11:00","Washington","Chelan County","Classification of Ecological or Geological Attribute, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v2.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"Stky-P2-Ex3","Starkey Exclosures","45.26936","-118.52893","2014-07-23T08:16:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"AEM001-ConstructCoxCreek_Treatment","NPT Cox Creek","44.85427","-115.50921","2018-08-20T15:07:00","Idaho","Valley County","Disturbance/Restoration, Fish, Landscape Form and Geomorphology, Other","BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Nez Perce Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/20","","ChampMonitoring.org"
"CBW05583-517594","AEM Revisit Meacham","45.63577","-118.35617","2015-07-15T09:09:00","Oregon","Umatilla County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"CBW05583-449266","Tt AEM John Day Revisits","44.61151","-118.55508","2015-07-16T12:05:00","Oregon","Grant County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM001-Eightmile_Control","NSD Summer Visits 2017","48.61166","-120.19012","2017-08-31T16:23:00","Washington","Okanogan County","Disturbance/Restoration, Fish, Landscape Form and Geomorphology, Other","BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"AEM001-Wiskey_Control","NSD Spring Visits 2017","45.26272","-118.22212","2017-06-12T12:00:00","Oregon","Union County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"CBW05583-121323","Entiat_ST_2016","47.67494","-120.37864","2016-06-26T17:02:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-241323","Entiat_ST_2016","47.73788","-120.41021","2016-06-25T08:00:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-256895","Hitch 2","46.22977","-117.72699","2014-07-21T10:31:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-430250","CRITFC Catherine Creek 2014","45.21176","-117.88454","2014-09-05T08:01:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"ASW00001-SF-F4 P1","Asotin Sites 2015","46.22188","-117.28054","2015-09-09T08:30:00","Washington","Asotin County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Asotin Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"YFI00001-002044","YF_Rotating_Panel_3_Sties","44.3878","-114.62612","2015-07-29T08:56:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000218","SBT Snorkeling","44.3918","-114.80418","2014-09-10T16:20:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-113834","Upper Minam Hitch","45.25954","-117.53262","2014-08-15T07:30:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Minam Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"AEM003-Diamond-Con","Klickitat","46.4647","-121.19773","2016-08-15T14:21:00","Washington","Yakima County","Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders)","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Cramer Fish Sciences","https://www.monitoringresources.org/Resources/Organization/Detail/31","","ChampMonitoring.org"
"AEM001-Dickey1_Treatment","NSDivas 2016","47.28782","-120.85853","2016-09-21T15:01:00","Washington","Kittitas County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"AEM003-Omak_Control","Methow","48.38491","-119.46817","2017-08-20T10:39:00","Washington","Okanogan County","Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders)","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Cramer Fish Sciences","https://www.monitoringresources.org/Resources/Organization/Detail/31","","ChampMonitoring.org"
"Sadler Creek Trap and PIT Array","","48.228072","-116.923719","2019-04-05T00:00:00","Idaho","Bonner County","Fish","Generating demographic information for Westslope Cutthroat Trout populations using data collected at an inclined-plane trap and PIT tag arrays","","Kalispel Tribe Migratory Westslope Cutthroat Trout Monitoring in Priest River Tributaries","","Kalispel Tribe fisheries Program","https://www.kalispeltribe.com/kalispel-natural-resources-department/fisheries-division","Kalispel Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/87","http://gis.knrd.org/knrdgisviewer/","MonitoringResources.org"
"CBW05583-383986","Camp Creek","44.565633","-118.841548","2018-06-21T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2008-10-15T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"AEM001-Joseph_Control","Tt JuneJuly Hitch 2015","46.01707","-117.02914","2015-05-12T09:01:00","Washington","Asotin County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM001-ChewuchRight_Treatment","Colin Chewuch Hitch","48.605","-120.16316","2014-07-29T01:45:00","Washington","Okanogan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM002_MertonCreek_Control","jon drake Grangeville ID","45.72488","-115.99542","2014-07-14T09:00:00","Idaho","Idaho County","Fish, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA - EPT Monitoring Effectiveness of Complete Fish Passage Barriers Projects","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NOAA","https://www.monitoringresources.org/Resources/Organization/Detail/19","","ChampMonitoring.org"
"LEM00002-00EVR2","Lemhi IMWs","45.11169","-113.74797","2016-08-21T08:31:00","Idaho","Lemhi County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Lemhi Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"HWY24_RTR","San Rafael River 2017","38.85464","-110.37331","2017-10-01T16:22:00","Utah","Emery County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Training Project Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Utah State University","https://www.monitoringresources.org/Resources/Organization/Detail/67","","ChampMonitoring.org"
"WC503432-000166","Wenatchee_2017","47.77392","-120.81961","2017-07-24T13:44:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Wenatchee Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v2.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"AEM001-CrookedRiver_Treatment","NPT_CrookedRiver","45.8115","-115.52825","2017-07-26T07:00:00","Idaho","Idaho County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement and Bank Stabilization Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Nez Perce Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/20","","ChampMonitoring.org"
"AEM001-Mill_Control","CTWS Mill Creek","44.86249","-121.47827","2017-10-09T15:42:00","Oregon","Wasco County","Classification of Ecological or Geological Attribute, Climate/Weather, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects Plus CHaMP 2014 Methods","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Warm Springs Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/8","","ChampMonitoring.org"
"AEM001-WFTeanaway_Treatment","NSD Summer Visits 2017","47.26191","-120.91876","2017-07-07T08:03:00","Washington","Kittitas County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"AEM001-Dickey_Control","NSD Spring Visits 2017","47.2875","-120.8349","2017-05-23T11:13:00","Washington","Kittitas County","Climate/Weather, Disturbance/Restoration, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants","BPA MBACI Protocol for Monitoring the Effectiveness of Livestock Fencing Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"AEM003-Sheep_Treatment","Klick_OR","45.04236","-118.46336","2017-07-08T08:53:00","Oregon","Union County","Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders)","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Cramer Fish Sciences","https://www.monitoringresources.org/Resources/Organization/Detail/31","","ChampMonitoring.org"
"CBW05583-040217","hitch_all_Aug6toend_Methow","48.42168","-120.50232","2014-09-06T09:00:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-095403","Wenatchee_Hitch_2015","47.88608","-120.87802","2015-08-07T07:30:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Wenatchee Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"Sadler Creek Trap and PIT Array","","48.228072","-116.923719","2016-03-23T00:00:00","Idaho","Bonner County","Fish","Generating demographic information for Westslope Cutthroat Trout populations using data collected at an inclined-plane trap and PIT tag arrays","","Kalispel Tribe Migratory Westslope Cutthroat Trout Monitoring in Priest River Tributaries","","Kalispel Tribe fisheries Program","https://www.kalispeltribe.com/kalispel-natural-resources-department/fisheries-division"," Weiser River SCD","https://www.monitoringresources.org/Resources/Organization/Detail/3842","http://gis.knrd.org/knrdgisviewer/","MonitoringResources.org"
"Sanborn Creek Trap and PIT Array","","48.22186","-116.891573","2016-03-23T00:00:00","Idaho","Bonner County","Fish","Generating demographic information for Westslope Cutthroat Trout populations using data collected at an inclined-plane trap and PIT tag arrays","","Kalispel Tribe Migratory Westslope Cutthroat Trout Monitoring in Priest River Tributaries","","Kalispel Tribe fisheries Program","https://www.kalispeltribe.com/kalispel-natural-resources-department/fisheries-division","Kalispel Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/87","http://gis.knrd.org/knrdgisviewer/","MonitoringResources.org"
"Quartz Creek Trap and PIT Array","","48.305464","-116.880126","2018-03-28T00:00:00","Idaho","Bonner County","Fish","Generating demographic information for Westslope Cutthroat Trout populations using data collected at an inclined-plane trap and PIT tag arrays","","Kalispel Tribe Migratory Westslope Cutthroat Trout Monitoring in Priest River Tributaries","","Kalispel Tribe fisheries Program","https://www.kalispeltribe.com/kalispel-natural-resources-department/fisheries-division","Kalispel Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/87","http://gis.knrd.org/knrdgisviewer/","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2009-10-19T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2009-10-21T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2011-07-07T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
"CMPLWR-1","Camp Creek","44.676584","-118.799189","2012-10-16T00:00:00","Oregon","Grant County","Fish","Estimating Survival, Dispersal, and Migratory Timing of John Day River Salmonids with PIT Arrays","","","","Middle Fork John Day IMW ","http://www.middleforkimw.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","MonitoringResources.org"
