metric_title,protocol_title,method_title_list
"""Survival Rate: Fish""","""Dworshak Reservoir Kokanee Spawner Surveys""","[""Calculation of Wild Kokanee Egg-to-Fry survival v1.0"", ""Calculation of Mature Female Kokanee and Potential Egg Deposition v1.0"", ""Fish wet weight v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Measuring Fish Length: Mid-orbital hypural length v1.0"", ""Measuring fecundity and mean ova weight in salmonids v1.0"", ""Kokanee Spawner Counts v1.0"", ""Determining adult anadromous salmonid gender. v1.0""]"
"""Survival Rate: Fish""","""KRRFM - Juvenile White sturgeon recruitment and evaluation""","[""River Juvenile sturgeon gillnetting v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""PIT tag marking procedures v1.0"", ""Juvenile sturgeon survival analysis v1.0"", ""Tissue Analysis- spine and fin rays v1.0"", ""Analysis of Variance Models v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Fish wet weight v1.0"", ""Tissue Sampling - spines & fin rays v2.0""]"
"""Survival Rate: Fish""","""Redband Trout Stock Assessment- Tributaries""","[""PIT tag marking procedures v2.0"", ""Fulton's Fish Condition Factor v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Estimate outmigration in small streams v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Natural Spawner Abundance v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Spawning Survey-Spawners v1.0"", ""Scale Ageing v1.0"", ""Adult Trap Fish Processing v1.0"", ""Adult Run Timing v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Abundance Estimation of Fish Using Multiple Mark and Recapture Data v1.0"", ""Estimating Adult Spawner Abundance v1.0"", ""Juvenile Emigration Timing v1.0"", ""Calculating rate of downstream movement for individually identifiable tagged fish v1.0"", ""Weirs v1.0"", ""Adult Sex Ratio v1.0"", ""Multiple pass removal/depletion backpack electrofishing v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0""]"
"""Survival Rate: Fish""","""Performance of volitional and forceout release of hatchery-reared spring Chinook salmon""","[""Travel time estimates based on PIT Tag dataset v1.0"", ""Estimate outmigration in small streams v1.0"", ""Calculating rate of downstream movement for individually identifiable tagged fish v1.0""]"
"""Survival Rate: Fish""","""Factors limiting production of Okanagan and Wenatchee sockeye stocks (2008-503-00)""","[""Downloading PIT tag observation data from PTAGIS v1.0"", ""Estimate migration rate between PIT tag sites v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Juvenile Salmon Detection using a floating PIT barge with fins v1.0"", ""DIDSON Escapement Estimation v1.0"", ""Estimate escapement using detections of fish PIT tagged as adults v1.0"", ""Scale sampling adult steelhead and salmon v1.0"", ""Adult salmonid trapping at Bonneville Dam Adult Fish Facility (AFF) v1.0"", ""Estimate passage time at a dam using PIT tags v1.0"", ""Estimation of night passage using PIT tags v1.0"", ""Measuring Fish Length: Fork length v1.0"", ""Estimation of age composition at upstream locations using PIT tags v1.0""]"
"""Survival Rate: Fish""","""Nez Perce Tribe Adult Weir Data Collection""","[""Gear Disinfection Procedures v1.0"", ""Adult Weir Operation v1.0""]"
"""Survival Rate: Fish""","""Annual Summer/Fall Chinook Carcass Surveys""","[""Estimate Adult Chinook Pre-Spawn Mortality v1.0"", ""Measuring Fish Length: Post-orbital hypural length v1.0"", ""Total Spawner Abundance (TSA)- Using Index Surveys v1.0"", ""Adult Sex Ratio v1.0"", ""Calculating the Rate of Okanogan River In-to-Basin Summer/Fall Hatchery-origin Stray Chinook v1.0"", ""Carcass Count: Scale Sampling v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Float surveys for salmon carcasses v1.0"", ""Natural Origin Spawner Abundance (NOSA) Calculation v1.0"", ""Percent Hatchery Origin Spawners (pHOS) v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Carcass Count: Survey v1.0"", ""Analysis of salmonid sex ratios v1.0"", ""Spawning Ground Carcass PIT-tag Scanning v1.0"", ""Assessing adipose-fin 'mark' in salmon carcasses v1.0"", ""Spawning Ground Carcass Coded Wire Tag (CWT) Scanning v1.0"", ""Carcass tissue sampling - fin tissue for genetic analysis v1.0"", ""Determine Adult Chinook Carcass Egg Retention v1.0""]"
"""Survival Rate: Fish""","""Smolt Monitoring (1990-005-01)""","[""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Estimating Juvenile Salmonid Abundance for a Partial Capture Trap Using Mark-recapture v1.0"", ""Rotary Screw Trap Operation and Maintenance v1.0"", ""Trap Efficiency Testing v1.0"", ""PIT tag marking procedures v2.0"", ""Juvenile Emigration Timing v1.0"", ""Rotary Screw Trap Fish Removal and Processing v1.0""]"
"""Survival Rate: Fish""","""Nez Perce Tribe Juvenile Rotary Screw Trap Data Collection""","[""Rotary Screw Trap Fish Removal and Processing v1.0"", ""Rotary Screw Trap Operation and Maintenance v1.0"", ""Marking, Tagging and Sampling Target Species v1.0"", ""Gear Disinfection Procedures v1.0"", ""Anesthetizing and Recovering Target Salmonid Species v1.0"", ""Rotary Screw Trap Sub-Sampling (Estimating Expected Catch) v1.0""]"
"""Survival Rate: Fish""","""Nez Perce Tribe Passive Weir Data Collection""","[""DIDSON CSOT Processing and File Reading v1.0"", ""Gear Disinfection Procedures v1.0"", ""DIDSON Operation and Troubleshooting v1.0""]"
"""Survival Rate: Fish""","""KRRFM - Burbot Early Life Studies: Kootenai Tributaries (1988-065-00)""","[""Analysis of Variance Models v1.0"", ""PIT tag marking procedures v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Calculate residence time v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Hoop Netting v1.0"", ""Measuring Fish Length: Total length v1.0""]"
"""Survival Rate: Fish""","""KRRFM - Burbot Early Life Studies: WMA Ponds (1988-065-00)""","[""Growth Rate for Individual Fish v1.0"", ""Tukey's Honestly Significant Difference Test v1.0"", ""Limnological survey- Collecting Zooplankton v1.0"", ""Standard Operating Procedures for the Collection and Analysis of Dissolved Oxygen (Winkler Method) v1.0"", ""Standard Operating Procedures for Continuous Temperature Monitoring of Fresh Water Rivers and Streams. v1.0"", ""Beach Seine - Perpendicular Set v1.0"", ""Analysis of Variance Models v1.0"", ""Measuring Fish Length: Total length v1.0"", ""PIT tag marking procedures v1.0""]"
"""Survival Rate: Fish""","""Dworshak Reservoir Kokanee Population Assessment""","[""Calculation of Mature Female Kokanee and Potential Egg Deposition v1.0"", ""Kokanee Biomass, Production, and Mortality by Weight v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Hydroacoustics Analysis v1.0"", ""Midwater Trawling Analysis v1.0"", ""Kokanee Age-Class Analysis v1.0"", ""Scale Ageing v1.0"", ""Kokanee Processing v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Fish wet weight v1.0"", ""Calculation of Wild Kokanee Egg-to-Fry survival v1.0"", ""Kokanee Age-specific Survival v1.0"", ""Length back-calculation from scale measurements v1.0"", ""Mid-water trawl survey for assessing pelagic fish populations v1.0"", ""Scale sampling adult steelhead and salmon v1.0"", ""Hydroacoustic survey to assess pelagic fish populations v1.0""]"
"""Survival Rate: Fish""","""Kelt Steelhead Reconditioning and Reproductive Success Evaluation""","[""Off Ladder Adult Trapping Procedures v1.0"", ""Tissue sampling for Parentage Based Tagging v1.0"", ""PIT tag marking procedures v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Weights: sampling for green egg fecundity estimate v1.0"", ""Electrofishing - Fish Processing and Recovery v1.0"", ""Analysis of Variance Models v1.0"", ""Estimating relative reproductive success (RRS) v1.0"", ""Estimating lipid content in muscle tissue of adult salmonids v1.0"", ""Assessment of Fish Condition v1.0"", ""Determining Sex of Adult Steelhead v1.0"", ""Air-Spawning v1.0"", ""DNeasy® 96 Fin tissue DNA Extraction Kit Protocol v1.0"", ""Calculating a Mean, Variance and Standard Deviation v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Coloration Rating v1.0"", ""Tests of Significance: T-Test v1.0"", ""Estradiol Assay of Fish Plasma Samples v1.0"", ""Fish wet weight v1.0"", ""Predicting the accuracy of genetic stock identification v1.0"", ""Monitor survival and mortality rates of fish v1.0"", ""O. mykiss and O. tshawytscha SNP marker sets for PBT and GSI use in the Columbia River basin v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Solvent Extraction of Plasma Samples v1.0"", ""Tissue sampling of salmonids in nature for genetic analysis v1.0"", ""Parentage Analysis using Cervus v1.0"", ""Weights: green egg mass v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""SNP genotyping on Fluidigm platform v1.0"", ""Measuring Fish Length: Mid-orbital hypural length v1.0"", ""Genetic Assignment Tests using GeneClass2 v1.0"", ""Identifying Steelhead Kelts v1.0"", ""Integrated Status and Effectiveness Monitoring Program Salmonid Life Cycle Modeling v2.0"", ""Binary Logistic Regression of Multi-Year Monitoring Data v1.0"", ""Extracting Fish Plasma to Measure Reproductive Development v1.0"", ""Vitellogenin Assay of Fish Plasma Samples v1.0"", ""Genetic stock mixture analysis using the software program BAYES v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Assessing genetic population structure using Bayesian clustering methods v1.0"", ""Electrofishing - Determine Electrofisher Settings v1.0"", ""Growth Rate for Individual Fish v1.0""]"
"""Survival Rate: Fish""","""IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins.""","[""Marking, Tagging and Sampling Target Species v1.0"", ""Recruits per Spawner (RperS) Calculation v1.0"", ""Marking Juvenile Salmonids with Bismark Brown \""Y\"" v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Age at emigration v1.0"", ""Trap Efficiency Testing v1.0"", ""Juvenile Emigration Timing v1.0"", ""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Scale Processing for Age v1.0"", ""PIT based Juvenile Mortality Estimates v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Measuring Fish Length: Fork length v2.0""]"
"""Survival Rate: Fish""","""LPO Evaluate Factors That Influence Kokanee Fry Growth and Survival (1994-047-00)""","[""Analysis of general prey from predator diets v1.0"", ""Kokanee Age-specific Survival v1.0"", ""Fry Trawling v1.0"", ""Growth Rate Calculation v1.0""]"
"""Survival Rate: Fish""","""A Field Manual of Scientific Protocols for Monitoring the Status and Trend of Wild Salmonids in the Entiat River Subbasin""","[""Design based estimation of status and trend of Columbia Habitat and Monitoring Program metrics v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Anesthetizing fish using MS-222 v1.0"", ""PIT tag marking procedures v1.0"", ""Fish wet weight v1.0""]"
"""Survival Rate: Fish""","""IDFG LOWER GRANITE DAM JUVENILE Monitoring for wild spring/summer Chinook Salmon and steelhead.""","[""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Estimating Smolt-to-Adult Return (SAR) Rate Using Aggregate Cohort Abundances of Smolts and Adults v1.0"", ""Estimating Rear Type, Sex, and Age of Chinook Salmon and Steelhead at Lower Granite Dam v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Obtaining genetic samples from juvenile steelhead and Chinook salmon v1.0"", ""Scale Processing for Age v1.0""]"
"""Survival Rate: Fish""","""Assessing Coded Wire Tags in Hatchery Origin Salmon Carcasses""","[""CWT Recovery, Extraction and Reading v1.0"", ""Calculating the Rate of Okanogan River In-to-Basin Summer/Fall Hatchery-origin Stray Chinook v1.0"", ""Proportion at Age Calculation v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0""]"
"""Survival Rate: Fish""","""WDFW In-Hatchery Data Collection""","[""Hatchery Marking, Tagging and Release v1.0"", ""Broodstock Collection, Holding and Spawning v1.0"", ""Gear Disinfection Procedures v1.0"", ""Egg Incubation and Early Rearing v1.0""]"
"""Survival Rate: Fish""","""Lake Roosevelt White Sturgeon - Acoustic Telemetry (Longitudinal Array)""","[""Downloading Vemco Receiver Array v1.0""]"
"""Survival Rate: Fish""","""Anadromous Salmonid Population Status and Trend Monitoring""","[""Off Ladder Adult Trapping Procedures v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Calculation of Wild Kokanee Egg-to-Fry survival v1.0"", ""Hood River Creel Survey Data Collection v1.0"", ""Percent Hatchery Origin Spawners (pHOS) v1.0"", ""Recruits per Spawner (RperS) Calculation v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Adult salmonid overshoot rate and migration patterns based on PIT tag dataset v1.0"", ""Video Methodology - Field Setup and Operation v1.0""]"
"""Survival Rate: Fish""","""Monitoring Lookingglass Creek juvenile salmonid outmigrants with a rotary screw trap""","[""Trap Efficiency Testing v1.0"", ""Juvenile salmonid outmigrant estimates using Darroch Analysis with Rank Reductions with DARR package in R v1.0"", ""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Condition Sampling Protocol, Smolt Monitoring Program v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""PIT tag marking procedures v1.0"", ""Travel time estimates based on PIT Tag dataset v1.0"", ""Fish wet weight v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Abundance Estimation of Fish Using Multiple Mark and Recapture Data v1.0"", ""Smolt Abundance v1.0""]"
"""Survival Rate: Fish""","""Lahontan Cutthroat Trout Feed Study Data Collection and Analysis""","[""Measuring Fish Length: Total length v1.0"", ""Daily Survival Calculation v1.0"", ""Fish wet weight v1.0"", ""Analysis of Variance Models v1.0""]"
"""Survival Rate: Fish""","""Estimate Juvenile Chinook Outmigration and Survival Using PIT Tags (2003-023-00)""","[""Calculating the smolt to adult return rate (SAR) v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0""]"
"""Survival Rate: Fish""","""Captive reared and anadromous adult Snake River sockeye salmon monitoring and evaluation""","[""Scale Processing for Age v1.0"", ""Detection and Recovery of Coded Wire Tags (CWTs) in Adult Salmonids v1.0"", ""Adult Run Timing v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Anesthetizing fish using MS-222 v1.0"", ""Digitally recording biological data for adult trap locations v1.0"", ""Weights: adult sampling at hatchery v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Adult Sex Ratio v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Estimating Adult Spawner Abundance v1.0""]"
"""Survival Rate: Fish""","""Nez Perce Tribe Spawning Ground Survey Data Collection""","[""Biological Sample Collection From Carcasses v1.0"", ""Spawning Ground Survey GPS Use v1.0"", ""Spawning Ground Carcass Processing v1.0"", ""Gear Disinfection Procedures v1.0"", ""Spawning Ground Carcass PIT-tag Scanning v1.0"", ""Redd Count Aerial Surveys v1.0"", ""Spawning Ground Carcass Coded Wire Tag (CWT) Scanning v1.0"", ""Redd Count Ground Surveys v1.0""]"
"""Survival Rate: Fish""","""Upper Columbia River Redband Trout Assessment in Big Sheep and Onion Creeks (1997-004-00)""","[""Fish wet weight v1.0"", ""Juvenile Emigration Timing v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Multiple pass removal/depletion backpack electrofishing v1.0"", ""Fish Capture-Angling v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Obtaining interrogation data at a stationary PIT antenna array v1.0"", ""Using interrogation data from multiple stationary PIT antenna arrays to describe migratory pathways and patterns of movement v1.0"", ""Redd Morphology: Dimensions v1.0"", ""Calculating Detection Efficiency of Stationary PIT Tag Arrays in Streams v1.0"", ""Age-length key v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Fulton's Fish Condition Factor v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Redd Count Survey v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Adult Run Timing v1.0"", ""Natural Spawner Abundance v1.0"", ""Population Estimate Analysis-Chapman Modification of Petersen Index v1.0"", ""Fish per redd v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Estimate outmigration in small streams v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Scale Ageing v1.0"", ""PIT tag marking procedures v2.0"", ""Estimating Fish Abdundance and Density - Removal-Depletion v1.0"", ""Electrofishing - Fish Processing and Recovery v1.0"", ""Fish Density by Channel Unit and Species v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Calculating rate of downstream movement for individually identifiable tagged fish v1.0""]"
"""Survival Rate: Fish""","""Monitoring of Steelhead parr life history and population attributes in the Wind River, Washington""","[""Fish wet weight v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Backpack Electrofishing; Single-Pass, Unblocked v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Estimate abundance of juvenile salmonids in small streams v1.0"", ""Relative growth of Steelhead parr in length and weight v1.0"", ""Operate full duplex instream PIT Tag Interrogation Systems to detected PIT tagged juvenile and adult Steelhead v1.0"", ""Using interrogation data from multiple stationary PIT antenna arrays to describe migratory pathways and patterns of movement v1.0""]"
"""Survival Rate: Fish""","""Assessing Summer/Fall Chinook Outmigrants with a Rotary Screw Trap on the Okanogan River""","[""Emigration Trapping (using rotary screw traps) v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""Marking Juvenile Salmonids with Bismark Brown \""Y\"" v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""PIT tag marking procedures v1.0""]"
"""Survival Rate: Fish""","""Nez Perce Tribe Juvenile Seining Data Collection""","[""Marking, Tagging and Sampling Target Species v1.0"", ""Anesthetizing and Recovering Target Salmonid Species v1.0"", ""Gear Disinfection Procedures v1.0"", ""Beach Seine Deployment and Operation v1.0""]"
"""Survival Rate: Fish""","""Walla Walla Salmonid Monitoring and Evaluation Project""","[""Video Methodology - Footage Review v1.0"", ""Analyze Spawning Survey Data v1.0"", ""Carcass Count: Survey v1.0"", ""Stray rate of hatchery fish based on coded wire tag recovery v1.0"", ""Estimating Instream Juvenile Salmonid Abundance Using Electrofishing v2.0"", ""Electrofishing - Determine Electrofisher Settings v1.0"", ""Adult Run Timing v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Trap Efficiency Testing v1.0"", ""Carcass Count: Site Selection and Sampling Frequency v1.0"", ""Progeny Per Parent Ratio v1.0"", ""Juvenile salmonid outmigrant estimates using Darroch Analysis with Rank Reductions with DARR package in R v1.0"", ""Estimating Adult Spawner Abundance v1.0"", ""Detection and Recovery of Coded Wire Tags (CWTs) in Adult Salmonids v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Underwater Video Fish Enumeration v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Carcass Count: Mark-Recapture Analysis v1.0"", ""File conversion, travel-time and survival estimation with the software program PitPro v1.0"", ""Stream Discharge v1.0"", ""Redd Count Survey v1.0"", ""Fish Salvage v1.0"", ""Video Methodology - Field Setup and Operation v1.0"", ""Carcass Count: Scale Sampling v1.0""]"
"""Survival Rate: Fish""","""IDFG Select Adult Population Performance Metrics for Wild Steelhead in Idaho""","[""Parentage assignments using SNPPIT software v1.0"", ""Adult Weir Trap Fish Processing v1.0"", ""Calculating Detection Efficiency of Stationary PIT Tag Arrays in Streams v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Length Frequency Distribution of Catch v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Assigning individual samples using Individual Assignment (IA) genetic methods v1.0"", ""Adult Sampling: Fish Origin Identification v1.0"", ""PIT-tag based Escapement Analysis using DABOM v1.0"", ""Estimation of age composition at upstream locations using PIT tags v1.0"", ""Adult Weir Operation v1.0"", ""Adult abundance of iteroparous and migratory salmonid populations from weir data v1.0"", ""Operate full duplex instream PIT Tag Interrogation Systems to detected PIT tagged juvenile and adult Steelhead v1.0"", ""Weirs v1.0"", ""Proportion at Age Calculation v1.0"", ""Tissue sampling for Parentage Based Tagging v1.0"", ""O. mykiss and O. tshawytscha SNP marker sets for PBT and GSI use in the Columbia River basin v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Collecting Scales From Adult Salmonids v1.0"", ""Progeny Per Parent Ratio v1.0"", ""Adult Run Timing v1.0"", ""Travel time estimates based on PIT Tag dataset v1.0"", ""Estimate escapement using detections of fish PIT tagged as adults v1.0"", ""Parentage Analysis using Cervus v1.0"", ""Picket Weir Methods v1.0"", ""Scale Processing for Age v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Estimate Steelhead Abundance at Weirs Using Kelts as Recaptures v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0""]"
"""Survival Rate: Fish""","""YKFP- Monitoring and Evaluation- Domestication Selection Research""","[""Measuring Fish Length: Total length v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Carcass Count: Site Selection and Sampling Frequency v1.0"", ""Domestication Traits: fertility and reproductive effort v1.0"", ""Adult Run Timing v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Measuring Fish Length: Post-orbital hypural length v1.0"", ""Carcass Count: Survey v1.0"", ""Emergence Timing and Survival estimate using Emergence Towers v1.0"", ""Estimating Kd values v1.0"", ""Weights: green egg mass v1.0"", ""Measuring Fish Length: Mid-orbital hypural length v1.0"", ""Scale Ageing v1.0""]"
"""Survival Rate: Fish""","""LPO Kokanee Population Status Assessment (1994-047-00)""","[""Midwater Trawling Analysis v1.0"", ""Kokanee Processing v1.0"", ""Hydroacoustic survey to assess pelagic fish populations v1.0"", ""Fry Trawling v1.0"", ""Kokanee Biomass, Production, and Mortality by Weight v1.0"", ""LPO Kokanee Otolith Thermal Mark Analysis v1.0"", ""Kokanee Age-specific Survival v1.0"", ""Kokanee Age-Class Analysis v1.0"", ""Scale Ageing v1.0"", ""Mid-water trawl survey for assessing pelagic fish populations v1.0"", ""Fish wet weight v1.0"", ""Hydroacoustics Analysis v1.0"", ""Measuring Fish Length: Total length v1.0""]"
"""Survival Rate: Fish""","""Pacific Lamprey Juvenile Rotary Screw Trap Data Collection""","[""Marking, Tagging and Sampling Target Species v1.0"", ""Rotary Screw Trap Sub-Sampling (Estimating Expected Catch) v1.0"", ""Anesthetizing and Recovering Target Salmonid Species v1.0"", ""Gear Disinfection Procedures v1.0"", ""Rotary Screw Trap Fish Removal and Processing v1.0"", ""Rotary Screw Trap Operation and Maintenance v1.0""]"
"""Survival Rate: Fish""","""Nez Perce In-Hatchery Data Collection""","[""Broodstock Collection, Holding and Spawning v1.0"", ""Gear Disinfection Procedures v1.0"", ""Egg Incubation and Early Rearing v1.0"", ""Hatchery Marking, Tagging and Release v1.0""]"
"""Survival Rate: Plants""","""Effectiveness Monitoring of Floodplain Vegetation in Response to Beaver Dam Analogs""","[""Floodplain Monitoring Transect Data Collection v1.0"", ""Floodplain Monitoring Greenline Data Collection v1.0""]"
"""Survival Rate: Plants""","""SRFB - Monitoring Effectiveness of Riparian Planting Projects""","[""Measuring Pool Tail Fines v1.0"", ""Quantifying Riparian Plantings v1.0"", ""Measuring Actively Eroding Streambanks v1.0"", ""Characterizing Riparian Vegetation Structure v1.0"", ""Laying Out Control and Impact Stream Reaches for Wadeable Streams v1.0"", ""Summary Statistics for Riparian Planting Projects v1.0""]"
"""Survival:  Vegetative Species""","""Riparian Stake Planting and Monitoring Protocol for Bridge Creek (2010)""","[""Site Establishment-Monumented Site v1.0"", ""Riparian Planting: Monitoring Plants v1.0"", ""Binary Logistic Regression of Multi-Year Monitoring Data v1.0"", ""Riparian Planting-Live Stake Planting v1.0"", ""Woody Plant Survival v1.0""]"
"""Survival: Fish""","""KRRFM - Juvenile White sturgeon recruitment and evaluation""","[""River Juvenile sturgeon gillnetting v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""PIT tag marking procedures v1.0"", ""Juvenile sturgeon survival analysis v1.0"", ""Tissue Analysis- spine and fin rays v1.0"", ""Analysis of Variance Models v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Fish wet weight v1.0"", ""Tissue Sampling - spines & fin rays v2.0""]"
"""Survival: Fish""","""Okanogan Adult Temporary Weir Operations (2003-023-00)""","[""Water Quality Measurements Within a Weir Trap with a Hanna Multimeter v1.0"", ""Underwater Video Fish Enumeration v1.0"", ""Assessing the Effects of Okanogan Weir Operations on Adult Salmon v1.0"", ""Fish Health Assessment at a Weir v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Weir Maintenance v1.0"", ""Adult Weir Tower and Bank Observations v1.0"", ""Adult Weir Trap Fish Processing v1.0"", ""Water Velocity Measurements Surrounding and Within a Weir Trap with a Rickly Price-Type AA Current Meter v1.0"", ""Weir Boat Surveys v1.0"", ""Calculate Effectiveness of an Adult Chinook Temporary Weir v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Measuring Fish Length: Post-orbital hypural length v1.0"", ""Turbidity Measurements at a Weir with an Oakton Meter v1.0"", ""Measuring Head Differential Across a Picket Weir v1.0"", ""Calculate Efficiency of the Okanogan Adult Temporary Weir v1.0"", ""Anchor (T-bar) tagging v1.0""]"
"""Survival: Fish""","""YRWP Juvenile steelhead outmigration (1996-035-01)""","[""Trap Efficiency Testing v1.0"", ""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Fish wet weight v1.0"", ""PIT tag marking procedures v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Measuring Fish Length: Fork length v2.0""]"
"""Survival: Fish""","""Estimating spring Chinook egg-to-fry survival and development over large temporal and spatial scales""","[""Collection of Egg-to-Fry Incubation Boxes v1.0"", ""Tukey's Honestly Significant Difference Test v1.0"", ""Analysis of Variance Models v1.0""]"
"""Survival: Fish""","""Estimating Summer Chinook Egg-to-Fry Survival in the Okanogan Basin""","[""Analysis of Variance Models v1.0"", ""Tukey's Honestly Significant Difference Test v1.0"", ""Collection of Egg-to-Fry Incubation Boxes v1.0""]"
"""Survival: Fish""","""Asotin Creek Salmonid Juvenile and Smolt to Adult Return (SAR) Analysis (2002-053-00)""","[""Progeny Per Parent Ratio v1.0"", ""Calculating Relative Contribution v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0""]"
